"ID","preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
"3322","725000","4","  2.50 ","58","465","  2.00 ","0","4","224","0","2000","0"
"3323","275000","2","  1.00 ","18","436","  1.00 ","0","4","69","0","1927","0"
"3324","645000","3","  2.75 ","43","1526","  1.00 ","2","4","167","0","1953","1983"
"3325","152000","3","  1.00 ","25","294","  1.00 ","0","4","98","0","1969","0"
"3326","315000","4","  2.00 ","41","480","  1.50 ","0","5","84","283","1918","0"
"3327","190000","1","  0.75 ","22","2633","  1.00 ","0","3","84","0","1941","1994"
"3328","700000","4","  2.50 ","64","512","  2.00 ","0","3","249","0","2004","2003"
"3329","233000","3","  1.00 ","29","556","  1.50 ","0","3","113","0","1955","2005"
"3330","249000","4","  2.25 ","43","552","  2.00 ","0","3","165","0","1990","2009"
"3331","310000","2","  1.00 ","20","486","  1.00 ","0","3","78","0","1950","2007"
"3332","265950","3","  1.50 ","27","761","  1.00 ","0","4","104","0","1951","1999"
"3333","860000","5","  3.25 ","105","868","  2.00 ","4","4","270","500","1968","0"
"3334","200000","3","  1.00 ","27","432","  1.50 ","0","4","104","0","1938","0"
"3335","402000","4","  2.25 ","46","330","  2.00 ","0","5","149","117","1926","0"
"3336","305000","6","  2.00 ","44","742","  1.00 ","0","2","108","233","1964","0"
"3337","505000","3","  1.75 ","38","963","  1.00 ","2","3","148","0","1975","0"
"3338","1355000","3","  1.50 ","62","430","  2.00 ","2","5","169","267","1913","0"
"3339","482000","3","  2.50 ","56","658","  2.00 ","0","3","218","0","1998","2006"
"3340","299950","3","  1.75 ","42","689","  1.00 ","3","3","161","0","1978","0"
"3341","770000","4","  2.50 ","91","1117","  2.00 ","0","3","353","0","1997","0"
"3342","245700","3","  2.25 ","38","756","  1.00 ","0","3","106","153","1968","1997"
"3343","283000","3","  1.00 ","21","756","  1.00 ","0","4","80","0","1954","1979"
"3344","650000","4","  2.75 ","44","1488","  1.00 ","0","4","128","163","1940","2001"
"3346","440000","3","  1.75 ","47","1539","  1.00 ","0","4","183","0","1953","1983"
"3347","1005000","4","  4.50 ","98","25561","  2.00 ","0","4","380","0","1985","0"
"3348","599990","3","  2.25 ","62","825","  1.00 ","0","3","141","370","1978","0"
"3350","1700000","5","  3.50 ","136","2060","  2.00 ","2","4","420","393","1978","2000"
"3351","270000","2","  1.00 ","48","756","  1.00 ","0","3","113","267","1962","2003"
"3352","435000","2","  1.00 ","25","273","  1.50 ","0","4","95","0","1943","0"
"3353","349000","3","  1.00 ","23","737","  1.00 ","0","4","91","0","1947","1988"
"3354","1140000","4","  2.25 ","77","11487","  2.00 ","0","5","298","0","1924","1956"
"3355","320000","4","  2.50 ","46","905","  2.00 ","0","3","180","0","1997","0"
"3357","594000","3","  2.25 ","30","127","  2.00 ","0","3","95","70","2014","0"
"3358","531500","4","  2.75 ","72","4479","  1.00 ","0","4","280","0","1958","1972"
"3359","1150000","3","  2.00 ","49","1693","  2.00 ","0","5","190","0","1979","0"
"3360","374500","3","  2.25 ","33","1026","  2.00 ","0","3","126","0","1984","0"
"3361","450000","4","  2.75 ","54","509","  1.00 ","2","3","120","327","1952","2012"
"3363","913888","5","  2.25 ","55","1396","  2.00 ","0","4","213","0","1981","0"
"3364","760000","4","  2.50 ","64","540","  2.00 ","0","5","201","177","1942","0"
"3365","346500","2","  1.75 ","37","567","  1.00 ","0","3","91","200","1941","1994"
"3366","280000","3","  1.75 ","29","743","  1.00 ","0","3","111","0","1966","1963"
"3367","557500","3","  1.75 ","44","1005","  1.00 ","0","4","171","0","1959","0"
"3368","260000","3","  1.50 ","37","737","  1.00 ","0","3","103","147","1954","2005"
"3369","1330000","3","  1.50 ","45","260","  1.50 ","2","3","175","0","1900","2005"
"3370","640000","3","  1.75 ","38","540","  1.00 ","0","5","94","193","1947","0"
"3371","280000","7","  2.50 ","45","491","  2.00 ","0","3","175","0","1994","0"
"3372","205000","3","  1.00 ","29","788","  1.00 ","0","3","111","0","1965","1993"
"3373","957000","5","  3.25 ","73","450","  2.00 ","2","3","196","327","2005","0"
"3374","625000","5","  2.50 ","63","1909","  1.00 ","0","4","176","250","1955","2009"
"3375","680000","4","  1.50 ","44","558","  1.00 ","2","5","130","147","1954","0"
"3376","150000","2","  1.00 ","21","729","  1.00 ","0","3","80","0","1942","1999"
"3377","255950","3","  2.50 ","40","331","  2.00 ","0","3","155","0","1992","0"
"3378","246500","3","  2.50 ","38","692","  2.00 ","0","3","146","0","1989","0"
"3379","450000","2","  1.00 ","32","395","  1.00 ","0","4","79","167","1931","0"
"3382","299900","3","  1.00 ","26","773","  1.00 ","0","3","100","0","1979","2014"
"3383","200000","3","  2.00 ","28","615","  1.00 ","0","3","107","0","1995","0"
"3385","585000","4","  2.75 ","67","614","  1.00 ","0","3","140","443","1973","2013"
"3386","383000","3","  1.75 ","35","1209","  1.00 ","0","3","135","0","1977","2004"
"3387","519000","4","  2.50 ","45","236","  1.50 ","0","4","113","233","1910","0"
"3388","410000","3","  1.50 ","29","693","  1.00 ","0","5","113","0","1968","0"
"3389","578000","4","  2.50 ","48","487","  2.00 ","0","3","186","0","1996","0"
"3391","395000","2","  2.25 ","31","134","  2.00 ","0","3","95","100","2007","0"
"3392","364000","3","  2.50 ","42","251","  2.00 ","0","3","162","0","2011","0"
"3393","240000","3","  2.25 ","34","254","  2.00 ","0","3","133","0","2012","1912"
"3394","328423","3","  2.50 ","40","324","  2.00 ","0","3","156","0","2014","0"
"3395","594000","4","  2.75 ","63","415","  2.00 ","0","3","245","0","2005","0"
"3396","425000","3","  2.50 ","54","204","  3.00 ","0","3","209","0","2009","0"
"3398","260000","5","  2.50 ","47","698","  2.00 ","0","3","182","0","2007","0"
"3399","563500","3","  2.50 ","33","118","  3.50 ","0","3","126","0","2007","0"
"3400","975000","5","  3.00 ","61","493","  2.00 ","0","3","236","0","2009","0"
"3402","518500","3","  3.50 ","37","99","  3.00 ","0","3","143","0","2010","0"
"3403","563500","4","  1.75 ","48","15682","  1.00 ","0","3","145","158","1964","2000"
"3404","1050000","4","  3.50 ","80","705","  2.00 ","0","3","311","0","2007","0"
"3406","826000","4","  2.50 ","71","643","  2.00 ","0","3","275","0","2006","0"
"3407","225000","3","  2.00 ","39","1033","  1.00 ","0","5","87","243","1945","0"
"3410","177500","3","  1.50 ","28","540","  1.00 ","0","3","110","0","1968","1997"
"3411","224000","4","  1.50 ","37","836","  1.00 ","0","4","144","0","1959","0"
"3412","302000","4","  1.75 ","36","1590","  1.50 ","0","3","138","0","1968","1997"
"3413","760000","3","  2.50 ","46","1257","  1.00 ","0","5","178","0","1959","0"
"3414","460000","3","  2.50 ","40","764","  1.00 ","0","3","109","173","1969","2010"
"3415","415000","3","  1.00 ","27","603","  1.00 ","0","3","105","0","1957","2000"
"3416","669000","2","  1.75 ","45","969","  1.00 ","3","4","104","263","1952","0"
"3417","254600","3","  2.00 ","34","1800","  1.00 ","0","4","132","0","1968","0"
"3418","357250","3","  1.50 ","33","796","  1.00 ","0","4","126","0","1952","0"
"3419","910000","4","  3.50 ","94","4543","  2.00 ","0","3","364","0","1987","2000"
"3420","725000","6","  3.00 ","72","450","  1.50 ","0","5","163","433","1921","0"
"3421","670000","3","  1.50 ","35","396","  1.50 ","0","4","134","0","1906","1990"
"3422","440000","4","  1.50 ","41","518","  2.00 ","0","3","159","0","1947","2012"
"3423","1025000","4","  3.50 ","77","1787","  1.00 ","2","4","184","427","1977","0"
"3424","320000","2","  1.00 ","22","478","  1.00 ","2","3","86","0","1948","1994"
"3425","310000","4","  2.50 ","56","495","  2.00 ","0","3","219","0","2002","0"
"3426","772650","4","  2.50 ","62","972","  1.00 ","0","3","239","0","1955","2014"
"3427","669950","4","  2.50 ","62","1069","  2.00 ","0","3","240","0","1996","0"
"3428","690000","5","  3.50 ","63","684","  2.00 ","0","3","167","287","1993","0"
"3429","385000","4","  2.50 ","74","2039","  1.00 ","0","5","145","530","1970","0"
"3430","663000","3","  2.50 ","58","3406","  1.50 ","3","4","223","0","1974","0"
"3431","300000","3","  2.25 ","41","936","  1.00 ","0","3","160","0","1967","2011"
"3432","225500","2","  1.75 ","37","1015","  1.00 ","0","4","143","0","1972","0"
"3433","320000","3","  2.00 ","36","3076","  1.50 ","0","3","140","0","1999","0"
"3434","775000","3","  2.75 ","66","1332","  1.00 ","0","4","173","310","1976","1992"
"3435","805000","3","  2.75 ","60","529","  1.50 ","2","5","144","333","1929","0"
"3436","252750","4","  1.00 ","29","667","  1.50 ","0","3","111","0","1944","0"
"3437","254000","5","  2.00 ","48","1451","  1.00 ","0","5","157","113","1959","0"
"3438","620000","6","  3.50 ","84","619","  2.00 ","0","3","247","287","2004","2003"
"3439","435000","4","  2.75 ","49","788","  1.00 ","0","3","136","200","1962","2003"
"3440","460000","4","  2.50 ","59","1712","  1.00 ","0","4","117","417","1961","2001"
"3441","268000","3","  2.50 ","38","602","  2.00 ","0","3","149","0","1991","0"
"3442","446000","2","  1.50 ","32","110","  2.00 ","0","3","97","97","2008","0"
"3443","285000","2","  1.00 ","23","648","  1.00 ","0","3","91","0","1975","0"
"3444","530000","3","  2.00 ","54","2391","  2.50 ","0","3","210","0","1987","2000"
"3446","358000","3","  1.50 ","57","1125","  1.00 ","0","4","221","0","1967","0"
"3447","354950","4","  2.75 ","59","662","  1.00 ","0","5","115","417","1977","0"
"3448","405000","4","  2.50 ","52","419","  2.00 ","0","3","200","0","2001","0"
"3449","568000","4","  1.75 ","49","23914","  1.00 ","0","4","190","0","1979","0"
"3450","575000","5","  3.00 ","86","4474","  1.00 ","2","3","242","333","1960","2012"
"3451","315000","4","  2.50 ","45","918","  1.00 ","0","4","103","267","1977","0"
"3452","280927","4","  2.25 ","48","662","  2.00 ","0","4","186","0","1977","0"
"3453","440000","4","  2.50 ","50","704","  1.00 ","0","4","125","257","1976","1992"
"3454","270000","4","  2.25 ","60","891","  1.00 ","0","3","144","333","1965","1993"
"3455","755000","4","  2.75 ","67","360","  1.50 ","0","3","189","260","1912","2000"
"3456","289659","4","  2.25 ","53","648","  2.00 ","0","4","203","0","1984","0"
"3457","555000","5","  3.00 ","85","624","  2.00 ","0","3","328","0","2004","2003"
"3458","450000","3","  1.50 ","36","2129","  1.00 ","0","3","138","0","1952","2008"
"3459","1145000","3","  2.50 ","58","360","  2.00 ","0","5","150","273","1918","0"
"3460","495000","3","  1.75 ","33","1061","  1.00 ","0","3","130","0","1983","2009"
"3462","580000","4","  1.75 ","40","628","  1.00 ","0","3","128","100","1975","0"
"3463","560000","4","  2.50 ","58","1472","  1.00 ","0","5","136","323","1959","0"
"3464","1080000","4","  3.50 ","93","474","  2.00 ","0","3","359","0","2008","0"
"3465","450000","2","  1.75 ","20","301","  1.00 ","0","3","63","47","1912","1994"
"3467","354000","4","  2.50 ","60","493","  2.00 ","0","3","232","0","2005","0"
"3468","279900","3","  1.75 ","37","596","  1.00 ","0","3","142","0","1988","2000"
"3469","339000","2","  1.00 ","22","716","  1.00 ","0","4","86","0","1941","1998"
"3470","1340000","4","  3.50 ","74","454","  2.00 ","3","3","194","343","2003","0"
"3471","710000","3","  3.25 ","87","12322","  2.50 ","0","3","279","213","1990","2009"
"3472","815000","4","  2.75 ","61","427","  1.00 ","2","4","118","437","1949","1985"
"3473","800000","3","  1.75 ","48","6821","  1.00 ","0","3","187","0","1958","2004"
"3474","638000","3","  2.00 ","39","336","  1.00 ","0","5","87","230","1922","1956"
"3475","475580","3","  1.75 ","35","998","  1.00 ","0","3","137","0","1983","2009"
"3476","243800","3","  1.00 ","26","2498","  1.00 ","0","4","103","0","1981","0"
"3477","600000","3","  2.50 ","75","721","  2.00 ","0","3","262","110","2004","2003"
"3478","620000","3","  2.00 ","57","3721","  1.00 ","0","4","221","0","1988","0"
"3479","750000","4","  2.75 ","41","457","  1.50 ","0","3","158","0","1903","2005"
"3481","230000","3","  1.00 ","25","895","  1.00 ","0","4","95","0","1956","0"
"3482","537000","3","  3.00 ","56","673","  2.00 ","2","3","217","0","1942","1988"
"3483","210000","2","  1.00 ","17","724","  1.00 ","0","3","65","0","1943","2002"
"3484","200500","3","  1.75 ","29","841","  1.00 ","0","4","113","0","1963","0"
"3485","253500","3","  1.00 ","38","1115","  1.00 ","0","4","98","183","1954","1979"
"3486","150000","3","  1.00 ","30","865","  1.00 ","0","3","86","117","1962","2003"
"3487","440000","3","  1.50 ","49","566","  1.00 ","0","4","110","300","1949","1985"
"3488","667000","3","  1.75 ","77","43046","  1.50 ","3","4","203","353","1933","1982"
"3490","695000","3","  2.75 ","60","1086","  2.00 ","0","3","233","0","1993","0"
"3491","440000","4","  2.50 ","52","677","  2.00 ","0","3","203","0","1989","0"
"3492","1388000","4","  3.00 ","94","1800","  1.00 ","0","3","182","673","1972","2001"
"3493","219500","3","  1.00 ","25","604","  1.50 ","0","5","98","0","1912","0"
"3494","220000","3","  1.50 ","39","1404","  2.00 ","0","3","149","0","1981","2013"
"3495","270000","2","  1.00 ","41","7292","  1.00 ","3","4","160","0","1954","1979"
"3496","900000","4","  3.50 ","78","450","  2.00 ","2","3","222","300","2008","0"
"3497","1990000","5","  3.00 ","104","450","  2.50 ","0","5","308","353","1902","0"
"3498","800000","4","  2.50 ","69","1513","  2.00 ","0","3","269","0","1990","2009"
"3499","365000","5","  2.00 ","53","1710","  1.50 ","0","3","205","0","1924","2011"
"3500","1387800","3","  3.00 ","58","495","  2.00 ","3","3","156","250","1950","2005"
"3501","451000","5","  2.75 ","66","803","  1.50 ","0","3","255","0","1967","2011"
"3502","202000","2","  1.00 ","21","681","  1.00 ","0","4","83","0","1950","1983"
"3503","1410000","4","  2.25 ","75","1502","  2.00 ","0","3","293","0","1979","2014"
"3504","471000","2","  1.75 ","29","578","  1.00 ","0","5","112","0","1924","1956"
"3505","827000","4","  2.50 ","75","1089","  1.00 ","0","3","168","453","1977","2004"
"3506","235000","5","  2.50 ","58","862","  1.00 ","0","3","117","400","1979","2014"
"3507","216500","2","  1.75 ","32","403","  1.00 ","0","4","125","0","1980","0"
"3508","359000","5","  1.75 ","45","599","  1.50 ","0","4","175","0","1953","1983"
"3509","252500","3","  2.00 ","44","720","  1.00 ","0","3","171","0","1991","0"
"3510","370000","3","  1.50 ","55","1305","  1.00 ","0","4","167","177","1961","2001"
"3511","663000","3","  2.00 ","34","349","  1.00 ","0","5","77","207","1928","1970"
"3512","971971","4","  3.75 ","80","606","  2.00 ","0","3","311","0","2013","1923"
"3513","420000","3","  1.75 ","34","22421","  1.50 ","0","3","130","0","2008","0"
"3514","330675","4","  3.00 ","45","273","  1.00 ","0","3","108","243","2006","0"
"3515","240000","4","  1.00 ","28","195","  1.50 ","0","3","108","0","1933","0"
"3516","334888","3","  2.50 ","41","659","  2.00 ","0","3","159","0","2012","1912"
"3518","782900","4","  3.25 ","71","351","  2.00 ","0","3","207","253","2014","0"
"3519","525000","4","  2.75 ","70","596","  2.00 ","0","3","273","0","2011","0"
"3520","429900","3","  2.50 ","55","482","  2.00 ","0","3","213","0","2009","0"
"3521","390000","3","  3.25 ","32","82","  2.00 ","0","3","99","90","2006","0"
"3522","224000","3","  1.75 ","35","1077","  1.00 ","0","3","135","0","2014","0"
"3523","257500","3","  2.25 ","40","614","  2.00 ","0","3","154","0","1995","0"
"3524","665000","2","  1.00 ","26","288","  1.00 ","0","3","100","0","1925","2002"
"3525","327000","5","  2.75 ","56","725","  2.00 ","0","3","216","0","1998","2006"
"3526","425000","3","  1.00 ","35","19210","  1.50 ","3","5","137","0","1988","0"
"3527","687500","4","  2.75 ","74","987","  2.00 ","0","3","287","0","1994","0"
"3528","672500","3","  2.25 ","56","477","  1.50 ","0","4","113","383","1939","1989"
"3529","140000","3","  1.00 ","25","673","  1.00 ","0","3","95","0","1959","1989"
"3530","215500","2","  1.75 ","28","1404","  1.00 ","0","3","110","0","1972","2002"
"3531","464900","4","  2.25 ","47","758","  1.00 ","0","4","124","213","1979","0"
"3532","417000","4","  2.25 ","53","693","  1.00 ","0","3","124","307","1959","1989"
"3533","453000","4","  2.75 ","53","3378","  1.00 ","3","5","140","250","1979","0"
"3534","700000","3","  2.50 ","39","139","  2.00 ","2","3","126","87","2002","0"
"3535","1619999","4","  3.00 ","91","878","  1.00 ","4","5","227","460","1972","0"
"3536","259500","3","  1.75 ","38","1111","  1.00 ","0","3","149","0","1957","2000"
"3537","460000","4","  2.50 ","49","3158","  1.00 ","0","4","116","273","1985","0"
"3538","561500","3","  1.75 ","46","574","  1.00 ","0","4","88","327","1939","1989"
"3539","641000","4","  2.50 ","64","5681","  2.00 ","0","3","249","0","1997","0"
"3541","447000","2","  1.00 ","31","754","  1.00 ","0","3","119","0","1953","0"
"3544","260000","2","  1.00 ","16","432","  1.00 ","0","3","63","0","1922","2008"
"3545","410000","3","  2.00 ","33","4116","  2.00 ","0","4","126","0","1981","0"
"3546","355000","4","  2.50 ","44","708","  2.00 ","0","3","170","0","1996","0"
"3547","275500","2","  1.00 ","17","1026","  1.00 ","0","5","65","0","1951","0"
"3548","415000","3","  1.75 ","56","805","  1.00 ","0","4","167","183","1967","0"
"3549","279000","3","  2.50 ","38","716","  1.00 ","0","3","119","103","1985","0"
"3550","350000","5","  1.75 ","54","1289","  1.00 ","0","4","106","383","1968","0"
"3552","750000","4","  2.25 ","74","1044","  2.00 ","0","3","207","297","1984","0"
"3553","235000","3","  1.75 ","33","567","  1.00 ","0","3","126","0","1998","2006"
"3554","209950","3","  1.00 ","23","862","  1.00 ","0","4","87","0","1967","0"
"3555","230000","3","  1.75 ","23","864","  1.00 ","0","5","91","0","1969","0"
"3556","725000","3","  2.50 ","83","4901","  1.50 ","0","3","322","0","1990","2009"
"3557","430000","2","  1.00 ","24","231","  1.00 ","0","5","77","67","1927","0"
"3558","661500","5","  2.50 ","58","648","  1.00 ","0","4","134","337","1977","0"
"3559","738000","3","  3.00 ","61","441","  2.00 ","0","3","237","0","2006","0"
"3560","1820000","4","  4.50 ","154","4800","  2.00 ","0","3","598","0","1993","0"
"3561","221000","3","  1.00 ","21","791","  1.00 ","0","3","82","0","1966","1963"
"3562","665000","3","  2.50 ","61","3150","  2.00 ","0","3","235","0","1988","2000"
"3563","255000","3","  2.50 ","40","557","  2.00 ","0","3","155","0","1998","2006"
"3564","1195000","5","  2.75 ","85","1197","  2.00 ","0","5","248","300","1969","0"
"3565","355000","3","  1.75 ","47","2042","  1.00 ","0","4","184","0","1980","0"
"3566","755000","5","  2.50 ","76","2187","  1.50 ","1","4","208","317","1950","1983"
"3567","300000","3","  1.50 ","37","802","  1.00 ","0","3","143","0","1956","2001"
"3568","500000","4","  1.00 ","33","639","  1.50 ","0","3","130","0","1906","2014"
"3569","191000","2","  1.00 ","21","306","  1.00 ","0","5","81","0","1905","0"
"3570","315000","6","  4.00 ","72","382","  2.00 ","2","4","188","343","1993","0"
"3571","415000","3","  2.50 ","25","138","  2.00 ","0","3","95","0","2000","0"
"3572","394000","4","  2.50 ","70","881","  2.00 ","0","3","270","0","2002","0"
"3574","523460","5","  1.75 ","44","450","  1.50 ","0","3","98","267","1906","2014"
"3575","550000","4","  3.50 ","96","1458","  2.00 ","0","3","374","0","2006","0"
"3576","342000","3","  1.75 ","41","937","  1.00 ","0","3","115","167","1981","2013"
"3577","560000","4","  2.50 ","63","592","  2.00 ","0","3","244","0","2003","0"
"3578","1050000","4","  4.25 ","102","1245","  2.00 ","3","3","299","357","2003","0"
"3579","710000","2","  1.50 ","38","367","  1.50 ","0","5","139","33","1916","0"
"3580","1020000","3","  2.25 ","39","432","  1.50 ","3","3","150","0","1903","2005"
"3582","480000","2","  1.00 ","35","308","  1.00 ","0","3","135","0","1902","0"
"3583","410000","3","  1.00 ","63","1710","  2.00 ","3","4","244","0","1950","1983"
"3584","530000","4","  1.75 ","66","4352","  1.00 ","0","3","154","383","1978","0"
"3585","528000","2","  0.75 ","20","3658","  1.00 ","4","4","76","0","1937","0"
"3587","397000","5","  1.00 ","27","608","  1.00 ","0","4","72","123","1944","0"
"3588","718500","3","  1.50 ","28","562","  1.00 ","0","3","93","57","1952","2008"
"3589","195000","2","  1.00 ","24","729","  1.00 ","0","3","92","0","1940","1996"
"3590","285000","2","  1.00 ","21","734","  1.00 ","0","4","82","0","1948","0"
"3592","602000","4","  1.75 ","56","3402","  1.00 ","0","4","169","180","1981","0"
"3593","235000","3","  1.75 ","45","784","  1.00 ","0","3","176","0","1960","2012"
"3594","465000","4","  2.50 ","71","540","  2.00 ","0","3","275","0","2012","1912"
"3595","234000","4","  1.00 ","32","1620","  1.00 ","0","3","125","0","1955","2013"
"3596","504200","2","  1.50 ","28","152","  3.00 ","0","3","108","0","2008","0"
"3597","710000","3","  2.50 ","57","374","  2.00 ","0","3","220","0","2003","0"
"3599","415000","3","  2.75 ","60","5816","  1.50 ","0","3","234","0","2009","0"
"3600","735000","3","  2.25 ","35","109","  2.00 ","0","3","94","150","2011","0"
"3601","427000","3","  2.50 ","56","845","  2.00 ","2","3","219","0","2005","0"
"3602","982000","4","  2.75 ","84","772","  2.00 ","0","3","325","0","2014","0"
"3603","459000","4","  3.00 ","59","900","  2.00 ","0","3","228","0","2013","1923"
"3604","483453","4","  2.75 ","65","497","  2.00 ","0","3","251","0","2014","0"
"3605","246950","3","  3.00 ","39","400","  1.00 ","0","3","150","0","2014","0"
"3606","235000","1","  1.50 ","27","131","  2.00 ","0","3","96","33","2007","0"
"3607","288790","4","  2.00 ","31","85","  3.00 ","0","3","122","0","2008","0"
"3608","229800","2","  1.75 ","26","160","  2.00 ","0","3","100","0","2014","0"
"3609","516500","1","  1.25 ","26","57","  3.00 ","0","3","99","0","2014","0"
"3610","1600000","3","  4.25 ","66","648","  2.00 ","0","4","221","120","1930","0"
"3611","234000","3","  1.00 ","24","732","  1.00 ","0","3","94","0","1983","2009"
"3612","230000","2","  1.75 ","44","304","  2.00 ","0","3","172","0","1980","0"
"3614","470000","3","  1.50 ","35","450","  1.50 ","0","4","103","120","1927","0"
"3615","339900","3","  1.00 ","28","818","  1.00 ","0","5","108","0","1969","0"
"3616","650000","2","  1.00 ","24","229","  1.00 ","0","3","79","57","1904","0"
"3617","585000","5","  2.50 ","62","1510","  1.50 ","0","4","146","350","1920","0"
"3618","699900","4","  2.50 ","51","1035","  1.00 ","0","4","129","253","1972","0"
"3619","598000","4","  2.50 ","73","3683","  2.00 ","0","3","282","0","1994","0"
"3620","475000","3","  2.50 ","39","819","  1.00 ","0","3","104","180","1998","2006"
"3621","314500","3","  1.75 ","39","1562","  1.00 ","0","3","108","167","1978","0"
"3622","397000","3","  3.50 ","32","115","  2.00 ","0","3","112","40","2007","0"
"3624","325000","5","  2.75 ","49","560","  1.00 ","0","3","117","277","1991","0"
"3625","265000","3","  1.00 ","42","689","  1.00 ","0","5","162","0","1957","0"
"3626","402000","4","  2.75 ","69","1399","  1.00 ","0","4","191","277","1974","0"
"3627","835000","3","  2.25 ","49","4861","  2.00 ","0","4","191","0","1964","0"
"3628","780000","4","  2.50 ","81","634","  2.00 ","0","3","315","0","2005","0"
"3629","250000","3","  2.00 ","33","830","  1.00 ","0","3","130","0","1965","1993"
"3630","1200000","4","  2.00 ","49","302","  2.00 ","0","3","191","0","1905","2010"
"3631","935000","2","  2.50 ","41","186","  2.00 ","0","5","160","0","1974","0"
"3632","300000","2","  1.00 ","22","734","  1.00 ","0","3","86","0","1947","2012"
"3633","419000","2","  1.75 ","35","448","  1.00 ","0","3","136","0","2006","0"
"3634","410000","1","  1.50 ","23","518","  1.00 ","0","3","91","0","1911","1948"
"3635","1165000","3","  3.00 ","88","450","  2.00 ","0","3","253","327","1989","0"
"3636","461000","3","  1.75 ","84","780","  2.00 ","0","4","216","400","1948","0"
"3637","385000","3","  1.75 ","30","633","  1.00 ","0","3","117","0","1968","1997"
"3638","669500","4","  2.25 ","58","364","  1.50 ","0","4","137","327","1940","2001"
"3639","491950","3","  2.25 ","49","966","  1.00 ","0","3","130","217","1958","2004"
"3640","1230000","3","  1.75 ","51","1317","  1.50 ","1","3","198","0","1948","2003"
"3641","560000","3","  2.25 ","48","1350","  1.50 ","0","3","186","0","1955","2013"
"3642","370000","3","  1.00 ","31","661","  1.00 ","0","3","119","0","1982","0"
"3643","263400","4","  2.00 ","32","5449","  1.00 ","0","3","86","133","1960","2012"
"3644","100000","2","  1.00 ","22","686","  1.00 ","0","2","84","0","1942","0"
"3645","289950","3","  2.50 ","41","773","  1.50 ","0","5","158","0","1937","0"
"3646","263000","3","  1.75 ","33","729","  2.00 ","0","3","127","0","1985","0"
"3647","397500","4","  2.50 ","60","707","  2.00 ","0","3","231","0","1992","0"
"3648","245000","3","  2.75 ","30","1278","  1.00 ","0","3","77","147","1996","0"
"3649","535000","3","  1.00 ","37","567","  1.00 ","0","3","106","133","1925","2002"
"3650","449000","4","  2.50 ","69","543","  2.00 ","0","3","266","0","2005","0"
"3651","490000","4","  3.00 ","54","315","  2.00 ","0","3","173","137","2003","0"
"3652","445800","4","  2.25 ","48","3550","  1.00 ","0","3","132","200","1977","2004"
"3653","345000","2","  1.00 ","23","518","  1.00 ","0","4","87","0","1932","1958"
"3654","327500","3","  2.25 ","54","648","  2.00 ","0","3","208","0","1990","2009"
"3655","436500","4","  2.50 ","53","1006","  2.00 ","0","4","206","0","1988","0"
"3656","550000","3","  2.25 ","40","864","  1.00 ","0","4","110","167","1967","0"
"3657","441000","2","  1.50 ","28","306","  1.00 ","0","3","89","67","1919","2001"
"3658","406500","2","  1.00 ","20","518","  1.00 ","0","4","78","0","1947","1988"
"3659","243000","2","  1.50 ","25","158","  2.00 ","0","3","96","0","1990","2009"
"3660","359500","4","  2.75 ","50","928","  2.00 ","0","3","193","0","1993","0"
"3661","760000","4","  2.50 ","77","14898","  2.00 ","0","3","297","0","1984","0"
"3662","1925000","5","  4.25 ","112","725","  2.50 ","2","4","334","373","1914","1945"
"3663","408000","5","  3.25 ","66","593","  1.50 ","0","3","209","167","1906","2014"
"3664","480000","4","  3.00 ","57","870","  2.00 ","0","3","170","183","1981","2013"
"3665","875000","4","  1.50 ","42","292","  1.50 ","0","4","162","0","1929","0"
"3666","308000","3","  1.00 ","23","792","  1.00 ","0","4","91","0","1954","1979"
"3668","1730000","5","  3.50 ","116","2389","  2.00 ","3","3","307","530","2008","0"
"3670","491500","3","  2.25 ","34","389","  2.00 ","0","3","132","0","1985","0"
"3672","550000","4","  1.50 ","64","11565","  1.00 ","0","2","135","417","1958","0"
"3673","255000","2","  1.00 ","31","897","  1.00 ","0","3","85","127","1919","2001"
"3674","635000","3","  2.50 ","78","361","  2.00 ","0","3","230","267","2005","0"
"3675","850000","3","  2.50 ","62","215","  2.00 ","0","3","165","273","1920","1979"
"3676","265000","2","  2.00 ","43","977","  1.00 ","0","3","113","200","1952","2008"
"3677","349810","3","  1.00 ","22","797","  1.00 ","0","4","86","0","1958","1972"
"3678","972000","4","  1.75 ","47","567","  1.00 ","2","5","145","133","1937","0"
"3680","330000","4","  2.50 ","54","1061","  2.00 ","0","3","211","0","1997","0"
"3684","544000","3","  2.50 ","34","145","  2.00 ","0","3","106","93","2007","0"
"3685","439000","3","  2.50 ","74","711","  1.00 ","0","3","163","457","2006","0"
"3686","530000","4","  2.25 ","46","1358","  2.00 ","0","3","178","0","1981","2013"
"3687","427500","2","  2.00 ","25","84","  3.00 ","0","3","98","0","2008","0"
"3688","337000","4","  2.50 ","52","537","  2.00 ","0","4","201","0","2002","0"
"3689","1095000","4","  2.75 ","77","823","  2.00 ","0","4","300","0","1995","0"
"3690","435000","4","  2.00 ","44","346","  1.00 ","0","3","87","303","1904","0"
"3691","765000","5","  3.00 ","67","513","  1.00 ","0","3","176","307","1964","2000"
